Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
67,Site officiel de Maillezais,http://www.maillezais.fr/,https://gnau42.operis.fr/paysfontenayvendee/gnau,foundation Dépôt de vos déclarations de travaux,2,62,false,false,false,true,false,false,false,false,2025-05-30,2025-05-30,false,false
52,Mairie d'Auchel,http://www.auchel.fr/,https://gnau42.operis.fr/auchel/gnau,Demarches Urbanisme,5,46,false,false,false,true,false,false,false,false,2024-08-24,2025-08-06,false,false
50,Cinéma en salle Savonnière par Les Prairiales - Ville d'Épernon,https://ville-epernon.fr/cinema/,https://gnau42.operis.fr/epernon/gnau/#/,– Démarches d’urbanisme en ligne,11,141,false,false,false,true,false,false,false,true,2024-09-17,2025-07-16,false,false
34,Mairie d'Auchel,https://www.auchel.fr/,https://gnau42.operis.fr/auchel/gnau,Demarches Urbanisme,5,46,false,false,false,true,false,false,false,false,2024-08-29,2025-08-03,false,false
30,Accueil - Commune de Brecé (53),https://www.brece.com/,https://gnau42.operis.fr/bocagemayennais/gnau/#/,,13,138,false,false,false,false,false,false,true,false,2025-02-06,2025-02-26,false,false
30,Accueil - Commune de Brecé (53),https://www.brece.com/,https://gnau42.operis.fr/bocagemayennais/gnau/#/,DÉCLARATION EN LIGNE,13,138,false,false,false,true,false,false,false,false,2025-02-06,2025-02-26,false,false
30,Accueil - Commune de Brecé (53),https://www.brece.com/,https://gnau42.operis.fr/bocagemayennais/gnau/#/,https://gnau42.operis.fr/bocagemayennais/gnau/#/,13,138,false,false,false,true,false,false,false,false,2025-02-06,2025-02-26,false,false
18,,https://tinyurl.com/CCPU-GNAU,https://gnau42.operis.fr/paysuzerche/gnau/,,0,0,false,false,false,true,false,false,false,false,2025-08-02,2025-08-02,true,false
16,Site officiel de Saint-Pierre-du-Chemin,http://saintpierreduchemin.fr/,https://gnau42.operis.fr/paysfontenayvendee/gnau/#/,location_city Urbanisme,5,73,false,false,false,true,false,false,false,false,2025-07-28,2025-07-28,true,false
16,Commune d'Ervauville,https://commune-ervauville.fr/fr/,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,Guichet Numérique des Autorisations d’Urbanisme (GNAU),7,50,false,false,false,true,false,false,false,true,2025-01-12,2025-07-27,false,false
13,COURSE D'ORIENTATION EVBC,https://app.panneaupocket.com/ville/1130283343-saint-pierre-du-chemin-85120?panneau=21605083,https://gnau42.operis.fr/paysfontenayvendee/gnau,https://gnau42.operis.fr/paysfontenayvendee/gnau,21,32,false,false,false,true,false,false,false,false,2025-02-08,2025-05-14,false,false
13,Mairie Chevry-Sous-Le-Bignon (FR-45) ⚠️ Alertes & informations municipales,https://app.panneaupocket.com/ville/1346825253-chevry-sous-le-bignon-45210,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,58,86,false,false,false,true,false,false,false,false,2025-02-17,2025-03-20,false,true
13,CHANGEMENT DU JOUR POUR RAMASSAGE POUBELLES !!,https://app.panneaupocket.com/ville/1346825253-chevry-sous-le-bignon-45210?panneau=1788897239,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,21,75,false,false,false,true,false,false,false,false,2025-02-23,2025-04-16,false,true
10,Dépôt de vos demandes d'urbanisme - Fougerolles-du-Plessis,https://www.intramuros.org/fougerolles-du-plessis/page/depot-de-vos-demandes-durbanisme,https://gnau42.operis.fr/bocagemayennais/gnau/#/,https://gnau42.operis.fr/bocagemayennais/gnau/#/,4,16,false,false,false,true,false,false,false,false,2025-05-22,2025-08-03,false,false
9,Urbanisme | Ville de Mios,https://www.villemios.fr/vie-municipale/urbanisme/,https://gnau42.operis.fr/mios/gnau,SE CONNECTER,14,243,false,false,false,true,false,false,false,false,2024-09-24,2025-07-03,false,false
7,"Carte: Habitants - Revenu moyen / Commune : Brecé - 53120 : avis, cartes et statistiques",http://www.kelquartier.com/pays_de_la_loire_mayenne_commune_brece_53120-c53042/revenu_moyen.html,https://gnau42.operis.fr/bocagemayennais/gnau/#/,https://gnau42.operis.fr/bocagemayennais/gnau/#/,31,260,false,false,false,true,false,false,false,false,2025-01-28,2025-03-23,false,false
7,"Carte: Habitants - Revenu moyen / Commune : Brecé - 53120 : avis, cartes et statistiques",http://www.kelquartier.com/pays_de_la_loire_mayenne_commune_brece_53120-c53042/revenu_moyen.html,https://gnau42.operis.fr/bocagemayennais/gnau/#/,DÉCLARATION EN LIGNE,31,260,false,false,false,true,false,false,false,false,2025-01-28,2025-03-23,false,false
7,"Carte: Habitants - Revenu moyen / Commune : Brecé - 53120 : avis, cartes et statistiques",http://www.kelquartier.com/pays_de_la_loire_mayenne_commune_brece_53120-c53042/revenu_moyen.html,https://gnau42.operis.fr/bocagemayennais/gnau/#/,,31,260,false,false,false,false,false,false,true,false,2025-01-28,2025-03-23,false,false
7,L’urba en un clic ! | Ville de Mios,http://www.villemios.fr/lurba-en-un-clic/,https://gnau42.operis.fr/mios/gnau,https://gnau42.operis.fr/mios/gnau,12,152,false,false,false,true,false,false,false,false,2024-09-21,2025-07-26,false,false
7,Urbanisme | Ville de Mios,http://www.villemios.fr/vie-municipale/urbanisme/,https://gnau42.operis.fr/mios/gnau,SE CONNECTER,14,243,false,false,false,true,false,false,false,false,2024-09-24,2025-07-03,false,false
7,Autorisations d'urbanisme : pensez au guichet numérique - Mer,https://mer41.fr/actualite/autorisations-durbanisme-pensez-au-guichet-numerique/,https://gnau42.operis.fr/grandchambord/gnau/?ref=Beauce#/,Demandez une autorisation,6,143,false,false,false,true,false,false,false,false,2025-01-09,2025-05-07,false,false
6,Mairie d'Auchel,http://www.auchel.fr/?ns=9&num_service=19,https://gnau42.operis.fr/auchel/gnau,Demarches Urbanisme,5,44,false,false,false,true,false,false,false,false,2024-08-22,2025-02-16,false,false
6,Urbanisme,http://www.ville-bazas.fr/urbanisme/,https://gnau42.operis.fr/bazas/gnau/,,6,46,false,false,false,false,false,false,true,false,2025-01-26,2025-07-28,false,false
6,Dépôt en ligne des autorisations d'urbanisme - CC 3CBO (45),https://3cbo.fr/depot-en-ligne-des-autorisations-durbanisme/,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,Guichet Numérique des Autorisations d’Urbanisme,5,49,false,false,false,true,false,false,false,false,2025-08-05,2025-08-05,true,false
6,Urbanisme - Communauté de Communes de Beauce Val de Loire,https://www.beaucevaldeloire.fr/mon-quotidien/urbanisme/,https://gnau42.operis.fr/grandchambord/gnau/?ref=Beauce#/,"Pour demander une autorisation, cliquez ici",5,39,false,false,false,true,false,false,false,false,2024-12-30,2025-08-02,false,false
6,Actualités - Nouveauté : Guichet numérique des autorisations d'urbanisme - Bocage Mayennais,https://www.bocage-mayennais.fr/bocage-mayennais_actualites_nouveaute-guichet-numerique-des-autorisations-d-urbanisme.phtml,https://gnau42.operis.fr/bocagemayennais/gnau/#/,,4,80,false,false,false,false,false,false,true,false,2023-08-09,2025-07-27,false,false
6,Vos démarches d'urbanisme dans le Bocage Mayennais,https://www.bocage-mayennais.fr/bocage-mayennais_au-quotidien_urbanisme-et-amenagement_vos-demarches-d-urbanisme.phtml,https://gnau42.operis.fr/bocagemayennais/gnau/#/,,7,76,false,false,false,false,false,false,true,false,2024-04-17,2025-07-06,false,true
6,Autorisations d'urbanisme : pensez au guichet numérique - Mer,https://www.mer41.fr/actualite/autorisations-durbanisme-pensez-au-guichet-numerique/,https://gnau42.operis.fr/grandchambord/gnau/?ref=Beauce#/,Demandez une autorisation,6,143,false,false,false,true,false,false,false,false,2025-03-07,2025-06-25,false,false
6,Démarches d'urbanisme,https://www.vernouillet28.fr/cadre-vie/urbanisme/demarches-durbanisme,https://gnau42.operis.fr/vernouillet/gnau/#/,Je dépose ma démarche d'urbanisme en ligne,4,121,false,false,false,true,false,false,false,false,2024-09-25,2025-07-31,false,false
6,Formulaires et réglementation d'urbanisme à Vernouillet,https://www.vernouillet28.fr/cadre-vie/urbanisme/formulaire-reglementation,https://gnau42.operis.fr/vernouillet/gnau/#/,notre guichet unique,5,120,false,false,false,true,false,false,false,false,2024-09-22,2025-07-29,false,false
6,Urbanisme,https://www.ville-bazas.fr/urbanisme/,https://gnau42.operis.fr/bazas/gnau/,,6,46,false,false,false,false,false,false,true,false,2025-01-30,2025-07-31,false,false
5,𝐔𝐍𝐄 𝐏𝐄𝐑𝐌𝐀𝐍𝐄𝐍𝐂𝐄 𝐔𝐑𝐁𝐀𝐍𝐈𝐒𝐌𝐄 𝐏𝐎𝐔𝐑 𝐕𝐎𝐔𝐒 𝐀𝐈𝐃𝐄𝐑 𝐃𝐀𝐍𝐒 𝐕𝐎𝐒 𝐏𝐑𝐎𝐉𝐄𝐓𝐒 | La Chataigneraie – Site internet de la Mairie,https://lachataigneraie.eu/%F0%9D%90%94%F0%9D%90%8D%F0%9D%90%84-%F0%9D%90%8F%F0%9D%90%84%F0%9D%90%91%F0%9D%90%8C%F0%9D%90%80%F0%9D%90%8D%F0%9D%90%84%F0%9D%90%8D%F0%9D%90%82%F0%9D%90%84-%F0%9D%90%94%F0%9D%90%91%F0%9D%90%81/,https://gnau42.operis.fr/paysfontenayvendee/gnau/#/,portail de dépôt dématérialisé,5,64,false,false,false,true,false,false,false,false,2024-09-19,2025-07-28,false,false
5,OUVERTURE GUICHET NUMÉRIQUE DES AUTORISATIONS D’URBANISME (GNAU) | La Chataigneraie – Site internet de la Mairie,https://lachataigneraie.eu/ouverture-guichet-numerique-des-autorisations-durbanisme-gnau/,https://gnau42.operis.fr/paysfontenayvendee/gnau/#/,Accéder au service GNAU,5,63,false,false,false,true,false,false,false,false,2024-09-22,2025-07-26,false,false
5,Urbanisme – GNAU – OPAH-RU – PLUiH – Guichet Unique – Voirie | La Chataigneraie – Site internet de la Mairie,https://lachataigneraie.eu/vie-pratique/urbanisme/,https://gnau42.operis.fr/paysfontenayvendee/gnau/#/,Accéder au service GNAU,17,65,false,false,false,true,false,false,false,false,2024-09-27,2025-08-03,false,false
5,Urbanisme – Bienvenue à Saint-Symphorien 33113,https://mairie-saint-symphorien-gironde.fr/index.php/urbanisme/,https://gnau42.operis.fr/saintsymphorien/gnau/#/,Retrouvez ici le lien du Guichet Numérique des Autorisations d’Urbanisme.,8,73,false,false,false,true,false,false,false,false,2023-07-30,2025-08-03,false,false
5,Effectuer une démarche en ligne - Mer,https://mer41.fr/demarche-en-ligne-urbanisme/,https://gnau42.operis.fr/grandchambord/gnau/?ref=Beauce#/,DEMANDEZ UNE AUTORISATION,7,153,false,false,false,true,false,false,false,false,2025-03-07,2025-08-03,false,false
5,Le service Instruction des Autorisations d'Urbanisme - Communauté de communes du Grand Chambord,https://www.grandchambord.fr/services-au-quotidien/urbanisme/instruction-des-autorisationsdurbanisme/,https://gnau42.operis.fr/grandchambord/gnau/#/,(GNAU),18,37,false,false,false,true,false,false,false,false,2023-09-15,2025-07-31,false,false
5,Le service Instruction des Autorisations d'Urbanisme - Communauté de communes du Grand Chambord,https://www.grandchambord.fr/services-au-quotidien/urbanisme/instruction-des-autorisationsdurbanisme/,https://gnau42.operis.fr/grandchambord/gnau/#/,Guichet Numérique des Autorisations d'Urbanisme gnau42.operis.fr,18,37,false,false,false,true,false,false,false,false,2023-02-25,2025-07-31,false,false
5,Le service Instruction des Autorisations d'Urbanisme - Communauté de communes du Grand Chambord,https://www.grandchambord.fr/services-au-quotidien/urbanisme/instruction-des-autorisationsdurbanisme/,https://gnau42.operis.fr/grandchambord/gnau/#/,Guichet Numérique des Autorisations d’Urbanisme,18,37,false,false,false,true,false,false,false,false,2023-02-25,2025-07-31,false,false
5,Droits & Démarches - Mairie de Mervent,https://www.mervent.fr/services/droits-demarches/,https://gnau42.operis.fr/paysfontenayvendee/gnau,https://gnau42.operis.fr/paysfontenayvendee/gnau,18,42,false,false,false,true,false,false,false,false,2024-04-26,2025-07-03,false,true
4,Autorisations d'urbanisme - Bazoges en Pareds,https://bazoges-en-pareds.fr/en/rb/153649/autorisations-durbanisme,https://gnau42.operis.fr/paysfontenayvendee/gnau,https://gnau42.operis.fr/paysfontenayvendee/gnau,13,89,false,false,false,true,false,false,false,false,2025-01-11,2025-08-01,false,false
4,Autorisations d'urbanisme - Bazoges en Pareds,https://bazoges-en-pareds.fr/en/rb/153649/autorisations-durbanisme,https://gnau42.operis.fr/paysfontenayvendee/gnau,travaux - libre de droit.jpg,13,89,false,false,false,false,false,false,true,false,2025-01-11,2025-08-01,false,false
4,Autorisations d'urbanisme - Bazoges en Pareds,https://bazoges-en-pareds.fr/fr/rb/153649/autorisations-durbanisme,https://gnau42.operis.fr/paysfontenayvendee/gnau,https://gnau42.operis.fr/paysfontenayvendee/gnau,13,88,false,false,false,true,false,false,false,false,2025-01-13,2025-08-03,false,false
4,Service urbanisme de Courtenay,https://courtenay45.fr/votre-mairie/urbanisme,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,10,106,false,false,false,true,false,false,false,false,2025-01-21,2025-07-20,false,false
4,URBANISME - Commune Le Mazeau,https://mairielemazeau.fr/fr/rb/1414883/urbanisme-378,https://gnau42.operis.fr/paysfontenayvendee/gnau/#/,,13,62,false,false,false,false,false,false,true,false,2025-03-25,2025-08-05,false,false
4,Service urbanisme de Courtenay,https://www.courtenay45.fr/votre-mairie/urbanisme,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,https://gnau42.operis.fr/clerybetzouanne/gnau/#/,10,106,false,false,false,true,false,false,false,false,2025-01-09,2025-07-30,false,false
4,URBANISME - Commune Le Mazeau,https://www.mairielemazeau.fr/fr/rb/1414883/urbanisme-378,https://gnau42.operis.fr/paysfontenayvendee/gnau/#/,,13,62,false,false,false,false,false,false,true,false,2025-03-27,2025-08-07,false,false
3,Démarches à effectuer | Ambrières-Les-Vallées,http://ambriereslesvallees.fr/demarches-a-effectuer,https://gnau42.operis.fr/bocagemayennais/gnau/#/,https://gnau42.operis.fr/bocagemayennais/gnau/#/,11,59,false,false,false,true,false,false,false,false,2025-01-22,2025-08-01,false,false
