Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
63,"MODIFICATION N°2 DU PLU : lancement de l'enquête publiquePour suivre la modification n°2 du PLU (plan local d'urbanisme) et participez à l'enquête publique, rendez-vous sur la page : ""VOTRE MAIRIE - MODIFICATION N°2 du PLU"" ou en cliquant sur le lien ICI",http://www.vetraz-monthoux.fr/,https://gnau25.operis.fr/vetrazmonthoux/gnau/#/,https://gnau25.operis.fr/vetrazmonthoux/gnau/#/,11,83,false,false,false,true,false,false,false,false,2023-12-26,2024-06-17,false,false
61,Accueil | Communauté de Communes des Hauts de Flandre,https://www.cchf.fr/,https://gnau25.operis.fr/hautsdeflandre/gnau/#/,,26,176,false,false,false,false,false,false,true,false,2024-04-05,2024-10-10,false,false
55,Montélimar Agglomération,https://www.montelimar-agglo.fr/,https://gnau25.operis.fr/montelimar/gnau/#/,Autorisations d'urbanisme Demande de permis de construire...,10,128,false,false,false,true,false,false,false,false,2024-04-09,2024-10-04,false,false
52,Charols – Site officiel – Le site internet de la commune de Charols fournit l'ensemble des informations relatives à la commune.,https://mairie.charols.fr/,https://gnau25.operis.fr/montelimar/gnau,Autorisations d’urbanisme,34,84,false,false,false,true,false,false,false,true,2024-09-18,2024-10-07,true,false
51,,https://bit.ly/AutorisationsUrbanismeMarsanne,https://gnau25.operis.fr/montelimar/gnau/,,0,0,false,false,false,true,false,false,false,false,2024-06-10,2024-06-10,false,false
21,Infos Flash | Mairie-Sauteyrargues,https://mairiesauteyrargues.wixsite.com/mairiesauteyrargues/infos-flash,https://gnau25.operis.fr/grandpicsaintloup/gnau,Download,11,23,false,false,false,true,false,false,false,false,2023-12-18,2024-10-03,false,false
21,"Travaux, urbanisme, droit du sol, PLUi, cadastre – Watten",https://www.watten.fr/vos-rubriques-pratiques/demarches-administratives/travaux-urbanisme-droit-du-sol-plui-cadastre/,https://gnau25.operis.fr/hautsdeflandre/gnau/#/,Guichet numérique GNAU,21,23,false,false,false,true,false,false,false,false,2024-05-05,2024-09-30,false,false
20,Urbanisme - Notre-Dame-de-Londres,https://notre-dame-de-londres.jimdofree.com/documents-publi%C3%A9s/urbanisme/,https://gnau25.operis.fr/grandpicsaintloup/gnau/#/,https://gnau25.operis.fr/grandpicsaintloup/gnau,38,25,false,false,false,true,false,false,false,false,2024-03-23,2024-09-14,false,false
17,,https://eqrcode.co/a/SceZmz,https://gnau25.operis.fr/arras/gnau,,0,0,false,false,false,true,false,false,false,false,2024-04-20,2024-10-02,false,false
17,Urbanisme | ARRAS.FR,https://www.arras.fr/fr/ma-mairie/urbanisme,https://gnau25.operis.fr/arras/gnau/,Lien vers,32,183,false,false,false,true,false,false,false,false,2024-04-02,2024-10-01,false,false
15,Mairie Puygiron (FR-26) ⚠️ Alertes & informations municipales,https://app.panneaupocket.com/ville/781026646-puygiron-26160,https://gnau25.operis.fr/montelimar/gnau/#/,https://gnau25.operis.fr/montelimar/gnau/#/,12,28,false,false,false,true,false,false,false,false,2024-04-01,2024-10-09,false,false
15,Urbanime PLUi | CC4V,https://www.cc4v.fr/amenagement-du-territoire/urbanime-plui,https://gnau25.operis.fr/montargoise/gnau/#/,,95,94,false,false,false,false,false,false,true,false,2024-04-10,2024-07-30,false,false
