Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
52,FranceConnect - Accédez simplement aux services publics,https://franceconnect.gouv.fr/nos-services,https://gnau9.operis.fr/gujanmestras/gnau/,Ville de Gujan Mestras - GNAU,595,9,false,false,false,true,false,false,false,false,2023-12-29,2024-07-04,false,false
52,Ville de Saint Père en Retz,https://www.saintpereenretz.fr/,https://gnau9.operis.fr/sudestuaire/gnau/#/,Dépôt dossier,14,150,false,false,false,true,false,false,false,false,2023-09-09,2024-10-08,false,false
29,Accueil - Site officiel de la commune de Sucé-sur-Erdre,https://suce-sur-erdre.fr/,https://gnau9.operis.fr/erdregesvres/gnau/#/,,16,110,false,false,false,true,false,false,false,false,2024-09-14,2024-09-28,true,false
20,Montauban : les particuliers peuvent désormais déposer une demande de permis de construire en ligne | Actu Occitanie,https://actu.fr/occitanie/montauban_82121/immobilier-montauban-les-particuliers-peuvent-desormais-deposer-un-permis-de-construire-en-ligne_47669351.html,https://gnau9.operis.fr/grandmontauban/gnau/#/,cliquer ici,11,99,false,false,false,true,false,false,false,false,2024-05-11,2024-07-26,false,false
17,Mairie de Landaul - Commune du Morbihan (56) en Bretagne Sud,https://www.landaul.fr/,https://gnau9.operis.fr/aurayquiberonterreatlantique/gnau/#/,URBANISME Vos démarches d'urbanisme en 1 clic 05,3,121,false,false,false,true,false,false,false,false,2024-04-02,2024-10-10,false,false
15,BIG TOUR - Carnac,https://www.carnac.fr/Agenda/BIG-TOUR,https://gnau9.operis.fr/aurayquiberonterreatlantique/gnau/#/,Portail de l'Urbanisme : Plateforme G.N.A.U.,11,192,false,false,false,true,false,false,false,false,2024-06-10,2024-06-10,false,false
12,Certificat d'urbanisme - Suresnes,https://www.suresnes.fr/demarche-administrative/certificat-durbanisme/,https://gnau9.operis.fr/suresnes/gnau,Accès au RU en ligne,32,187,false,false,false,true,false,false,false,false,2023-07-08,2024-09-26,false,false
10,Ile d'Hoedic - Bretagne sud - Morbihan - Vie de l'île - Ile d'Hoedic - Bretagne sud - Morbihan,https://www.hoedic.net/vie-de-l-ile-d-hoedic,https://gnau9.operis.fr/aurayquiberonterreatlantique/gnau/#/,Guichet Numerique des Autorisations d'Urbanisme,7,17,false,false,false,true,false,false,false,false,2024-04-05,2024-10-04,false,false
10,Renseignements d’urbanisme | Ville Gonesse,https://www.ville-gonesse.fr/rubrique/renseignements-d%E2%80%99urbanisme,https://gnau9.operis.fr/gonesse/nruweb/,https://gnau9.operis.fr/gonesse/nruweb/,12,96,false,false,false,true,false,false,false,false,2024-02-23,2024-08-15,false,false
9,Montauban : vos demandes d’urbanisme peuvent maintenant se faire en ligne,http://lopinion.com/articles/actualite/11389_montauban-vos-demandes-durbanisme-peuvent-maintenant-se-faire-en-ligne,https://gnau9.operis.fr/grandmontauban/gnau/Application/gnau-epro.html?REF=ESPACE_PRO#/,lien,8,175,false,false,false,true,false,false,false,false,2024-06-06,2024-10-07,false,false
9,,http://www.gnau.gagny.fr/,https://gnau9.operis.fr/gagny/gnau/,,0,0,false,false,false,true,false,false,false,false,2024-04-25,2024-04-25,false,false
9,Espace citoyen de Suresnes,https://toutsuresnes.fr/espace-demarches,https://gnau9.operis.fr/suresnes/gnau,Accéder au Guichet Numérique des Autorisations d’Urbanisme (GNAU),51,30,false,false,false,true,false,false,false,false,2024-03-14,2024-04-04,false,false
7,Portail de l'urbanisme,"https://www.mairie-belz.fr/portail-de-l-urbanisme,1520.html",https://gnau9.operis.fr/aurayquiberonterreatlantique/gnau/#/,Logo urbanisme 3,2,60,false,false,false,false,false,false,true,false,2024-04-24,2024-10-09,false,false
